tokens_generated,total_time_seconds,tokens_per_second,peak_vram_mb,kv_cache_method,perplexity,sample_id,dataset,baseline,window_size,max_new_tokens,exact_match,f1
64,2.061642646789551,31.04320726953463,317.5234375,full,8.059504508972168,narrativeqa_70,narrativeqa,full,N/A,64,0.0,0.06666666666666667
19,0.645531177520752,29.433125248840835,317.923828125,full,111.82234191894531,narrativeqa_71,narrativeqa,full,N/A,64,0.0,0.3636363636363636
21,0.7095847129821777,29.594775106897554,317.82421875,full,71.97769165039062,narrativeqa_72,narrativeqa,full,N/A,64,0.0,0.25
64,2.06520938873291,30.989593766696267,317.7236328125,full,9.466712951660156,narrativeqa_73,narrativeqa,full,N/A,64,0.0,0.13333333333333333
64,2.062704086303711,31.027232856597294,318.474609375,full,6.001552581787109,narrativeqa_74,narrativeqa,full,N/A,64,0.0,0.10909090909090909
44,1.4312376976013184,30.742622328731112,317.673828125,full,94.05107879638672,narrativeqa_75,narrativeqa,full,N/A,64,0.0,0.09523809523809523
42,1.3702125549316406,30.652178633770703,317.7734375,full,21.15279197692871,narrativeqa_76,narrativeqa,full,N/A,64,0.0,0.42105263157894735
64,2.06079363822937,31.055996492200293,317.3232421875,full,15.319755554199219,narrativeqa_77,narrativeqa,full,N/A,64,0.0,0.18604651162790695
64,2.061619997024536,31.043548322372192,317.423828125,full,16.531553268432617,narrativeqa_78,narrativeqa,full,N/A,64,0.0,0.16666666666666669
64,2.0577661991119385,31.101686881444653,317.3232421875,full,59.75312042236328,narrativeqa_79,narrativeqa,full,N/A,64,0.0,0.2
20,0.6771485805511475,29.535615335295425,317.423828125,full,67.04408264160156,narrativeqa_80,narrativeqa,full,N/A,64,0.0,0.3636363636363636
64,2.0633111000061035,31.01810483150635,317.5234375,full,8.059504508972168,narrativeqa_81,narrativeqa,full,N/A,64,0.0,0.06666666666666667
64,2.0623340606689453,31.032799787654554,317.4736328125,full,11.786684036254883,narrativeqa_82,narrativeqa,full,N/A,64,0.0,0.0625
