tokens_per_second,tokens_generated,peak_vram_mb,perplexity,rouge1,rouge2,rougeL,sample_id,baseline,model,max_new_tokens
28.209642856022327,256,1560.4560546875,5.242888927459717,0.32249674902470743,0.09647979139504564,0.15604681404421325,govreport_29,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.243592448080165,256,1560.4560546875,7.761985778808594,0.2390438247011952,0.08255659121171771,0.1699867197875166,govreport_30,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.954576677842486,256,1560.4560546875,5.862944602966309,0.26307448494453245,0.07313195548489666,0.14580031695721077,govreport_31,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.0522887988467,256,1560.4560546875,7.786890506744385,0.2633297062023939,0.06761177753544165,0.14798694232861806,govreport_32,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.207063537175586,256,1560.4560546875,6.078517436981201,0.33943833943833945,0.11015911872705017,0.18315018315018317,govreport_33,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.45516518089332,256,1560.4560546875,5.696524143218994,0.07118254879448908,0.0023014959723820483,0.05281285878300803,govreport_34,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.09369868650133,256,1560.4560546875,5.856268405914307,0.24249422632794457,0.05324074074074074,0.13163972286374132,govreport_35,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.30910024824673,256,1560.4560546875,6.074481010437012,0.17490494296577946,0.043202033036848796,0.11153358681875794,govreport_36,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.12012039427465,256,1560.4560546875,5.727604389190674,0.29178470254957506,0.07102272727272727,0.1558073654390935,govreport_37,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.390628922209764,256,1560.4560546875,5.921489238739014,0.32282471626733916,0.07079646017699115,0.15132408575031525,govreport_38,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.984537045929656,256,1560.4560546875,6.471577167510986,0.27873563218390807,0.10086455331412103,0.13218390804597702,govreport_39,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.35659631760748,256,1560.4560546875,5.508669853210449,0.2597114317425083,0.06896551724137931,0.146503884572697,govreport_40,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.0016729775363,256,1560.4560546875,4.687492847442627,0.3333333333333333,0.12032085561497326,0.17066666666666666,govreport_41,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.050930676390777,256,1560.4560546875,5.997194290161133,0.21863354037267083,0.0722291407222914,0.1316770186335404,govreport_42,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.494197474483823,256,1560.4560546875,6.551613807678223,0.3229166666666667,0.10443864229765014,0.1484375,govreport_43,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.155378690765257,256,1560.4560546875,7.874817371368408,0.31932773109243695,0.09831460674157302,0.1792717086834734,govreport_44,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.283382763181997,256,1560.4560546875,6.873884201049805,0.28093645484949836,0.0738255033557047,0.13377926421404682,govreport_45,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.975779005751484,256,1560.4560546875,8.85998249053955,0.1724941724941725,0.018691588785046728,0.08857808857808858,govreport_46,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.376638428147952,256,1560.4560546875,6.8406829833984375,0.2741702741702742,0.07525325615050651,0.15007215007215008,govreport_47,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
28.701226054669718,256,1560.4560546875,7.8471760749816895,0.31884057971014496,0.12790697674418605,0.16811594202898553,govreport_48,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
29.31223771825696,256,1560.4560546875,6.555021286010742,0.2306477093206951,0.025356576862123614,0.12638230647709323,govreport_49,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.19554285512024,256,1560.4560546875,5.4109063148498535,0.2176977290524667,0.047058823529411764,0.13469068128426,govreport_50,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.20186881765331,256,1560.4560546875,6.268342018127441,0.3736559139784947,0.137466307277628,0.21774193548387102,govreport_51,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.196815051134607,256,1560.4560546875,7.38577127456665,0.2799461641991925,0.11875843454790824,0.15612382234185734,govreport_52,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.207935646635878,256,1560.4560546875,7.349334716796875,0.25333333333333335,0.0481283422459893,0.13066666666666665,govreport_53,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.17970264486995,256,1560.4560546875,5.176891326904297,0.32989690721649484,0.103397341211226,0.16789396170839468,govreport_54,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.178003726200885,256,1560.4560546875,6.777039527893066,0.27057497181510715,0.103954802259887,0.133032694475761,govreport_55,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.21454304665002,256,1560.4560546875,6.455604076385498,0.1988795518207283,0.04494382022471909,0.12605042016806722,govreport_56,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.19450511617112,256,1560.4560546875,7.98384428024292,0.28815977175463625,0.08297567954220315,0.16547788873038516,govreport_57,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.20414765092491,256,1560.4560546875,5.665891647338867,0.2336244541484716,0.04157549234135668,0.13537117903930132,govreport_58,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.248082129126587,256,1560.4560546875,6.521539211273193,0.29285714285714287,0.1026252983293556,0.1595238095238095,govreport_59,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.254077307124994,256,1560.4560546875,5.638393402099609,0.23897911832946636,0.055813953488372085,0.12761020881670534,govreport_60,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.2201572746661,256,1560.4560546875,6.5562744140625,0.22326674500587543,0.03297997644287397,0.12690951821386603,govreport_61,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.205984552731117,256,1560.4560546875,6.662098407745361,0.3094890510948905,0.04392386530014641,0.14598540145985403,govreport_62,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.188158528861443,256,1560.4560546875,7.075119972229004,0.2395209580838323,0.06482593037214887,0.13652694610778446,govreport_63,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.2095016299988,256,1560.4560546875,5.438625335693359,0.3019867549668874,0.04780876494023904,0.14834437086092717,govreport_64,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.243953350925715,256,1560.4560546875,6.64790153503418,0.25742574257425743,0.05106382978723404,0.13295615275813297,govreport_65,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.241599587152393,256,1560.4560546875,6.685720443725586,0.15418023887079263,0.010881392818280738,0.09337676438653637,govreport_66,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.25270230762952,256,1560.4560546875,6.0545573234558105,0.22757697456492637,0.032214765100671144,0.11244979919678713,govreport_67,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.240098833860376,256,1560.4560546875,5.796315670013428,0.24719101123595505,0.07887323943661972,0.1741573033707865,govreport_68,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.274534926807778,256,1560.4560546875,5.515301704406738,0.2272727272727273,0.11496746203904555,0.1623376623376623,govreport_69,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.258168708666055,256,1560.4560546875,7.454583644866943,0.24226804123711337,0.07235142118863049,0.1443298969072165,govreport_70,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.20717833672263,256,1560.4560546875,5.396330833435059,0.23222060957910015,0.049490538573508006,0.12191582002902757,govreport_71,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.215588996334603,256,1560.4560546875,5.707277774810791,0.23483870967741932,0.059508408796895215,0.1496774193548387,govreport_72,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.210829525254617,256,1560.4560546875,8.804043769836426,0.44642857142857145,0.13620071684587814,0.21071428571428574,govreport_73,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.209575590343643,256,1560.4560546875,8.113682746887207,0.2594859241126071,0.07852760736196318,0.13708690330477355,govreport_74,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.164396539109365,256,1560.4560546875,6.865975856781006,0.1984732824427481,0.030612244897959183,0.13486005089058523,govreport_75,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.142679122738272,256,1560.4560546875,6.67686653137207,0.34062140391254314,0.17531718569780852,0.1657077100115075,govreport_76,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.241909433373895,256,1560.4560546875,6.2843475341796875,0.2548476454293629,0.075,0.1523545706371191,govreport_77,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.205316921536625,256,1560.4560546875,6.320269584655762,0.3682008368200837,0.12027972027972027,0.198047419804742,govreport_78,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.048527256745455,256,1560.4560546875,6.27376127243042,0.20884520884520885,0.04433497536945813,0.11302211302211303,govreport_79,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
30.703566140158795,256,1560.4560546875,6.457235336303711,0.2802056555269923,0.0979381443298969,0.16195372750642673,govreport_80,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
30.760564607909366,256,1560.4560546875,6.787753582000732,0.1994459833795014,0.04722222222222223,0.1329639889196676,govreport_81,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
30.492688580112794,256,1560.4560546875,5.54921817779541,0.34360189573459715,0.12826603325415675,0.1966824644549763,govreport_82,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
30.77911567477641,256,1560.4560546875,5.948268413543701,0.22222222222222224,0.08023774145616644,0.1511111111111111,govreport_83,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.17888365460068,256,1560.4560546875,5.510988235473633,0.32033426183844016,0.0977653631284916,0.17270194986072424,govreport_84,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.257860971133425,256,1560.4560546875,5.533130168914795,0.27666314677930304,0.07195767195767197,0.16050686378035903,govreport_85,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.253332680755868,256,1560.4560546875,7.971039772033691,0.2328358208955224,0.03293413173652695,0.11940298507462688,govreport_86,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.24319861019083,256,1560.4560546875,6.978626728057861,0.08466819221967964,0.027522935779816515,0.06178489702517163,govreport_87,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.307474384760162,256,1560.4560546875,5.846642017364502,0.2803970223325062,0.08208955223880596,0.18858560794044665,govreport_88,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.261863724124794,256,1560.4560546875,5.655401706695557,0.3147540983606557,0.15115005476451257,0.2010928961748634,govreport_89,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.31039044877249,256,1560.4560546875,5.254000663757324,0.25159235668789814,0.03194888178913738,0.14649681528662423,govreport_90,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.304236593715217,256,1560.4560546875,6.270356178283691,0.33112582781456956,0.11686586985391764,0.15894039735099338,govreport_91,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.258962777404772,256,1560.4560546875,6.79766845703125,0.25925925925925924,0.043343653250773995,0.14506172839506173,govreport_92,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.250966091613662,256,1560.4560546875,5.724297523498535,0.22127659574468084,0.05405405405405405,0.11347517730496454,govreport_93,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.292500238164287,256,1560.4560546875,5.392016410827637,0.34948096885813146,0.1701388888888889,0.20069204152249137,govreport_94,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.305773793153733,256,1560.4560546875,7.557915210723877,0.3036935704514364,0.07407407407407408,0.13953488372093026,govreport_95,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.299635637902956,256,1560.4560546875,6.923344135284424,0.2835365853658537,0.051987767584097865,0.14329268292682926,govreport_96,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.295066248286517,256,1560.4560546875,5.947697639465332,0.30463576158940403,0.08233731739707835,0.15894039735099338,govreport_97,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
30.64732667434756,256,1560.4560546875,5.233218669891357,0.24664224664224665,0.05875152998776011,0.13186813186813187,govreport_98,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
31.160496276054054,256,1560.4560546875,6.277396202087402,0.3131868131868132,0.10743801652892564,0.14285714285714285,govreport_99,full_kv,TinyLlama/TinyLlama-1.1B-Chat-v1.0,256
